"","Phylum","Class","Order","Family","Genus","Species","Confidence","OTUs"
"ASV620","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 6","Clostridium bornimense","0.9637876","fef6d2ec7f7bf8bda7e0d4b68acef3b3"
"ASV16483","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus varani","0.9830280","13307ad2206627a55be319e5245c4f5d"
"ASV11265","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 3","uncultured bacterium","0.8218403","bc2d8c3ef2446616a4964d6e788149b7"
"ASV12366","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","[Eubacterium] coprostanoligenes group","0.9999887","24d41c4841d1af41ec23e7873d4c15d3"
"ASV1115","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter","0.9999257","d76d59ec71de0e3b22da0c9cd564d41a"
"ASV8739","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] hallii group","uncultured rumen bacterium","0.9999481","f4a431a53af00d40a34ed82dfcd9c605"
"ASV14582","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003","uncultured Bacteroidales bacterium","0.9026642","ab6d7749f68551c61726f94884ed12c3"
"ASV15125","Firmicutes","Clostridia","Clostridiales","Family XI","Tissierella","Tissierella","0.7900435","00fd7a981b04cc3d42fd9eda46cbdaa9"
"ASV8377","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured prokaryote","0.9538851","5e1f49dd46582257cc6faa9df7d73f00"
"ASV1415","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured Longilinea sp.","0.9743115","11534f13bd09c8caab95a52c76625c7b"
"ASV2228","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter","0.9030725","0663c5e9b0ab5bf1fdc1ad2316dbfa04"
"ASV8628","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium","Arcanobacterium","0.9987259","6376afe21b76417b842a603c167bdcdc"
"ASV13049","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 7","Prevotella 7","0.9901002","e214fdf43fa473b49d3c17a110ee0ab1"
"ASV12134","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)","Absconditabacteriales (SR1)","1.0000000","11622d9905d0e3913352a13a278e416e"
"ASV15754","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","uncultured gamma proteobacterium","0.9091342","facf9ac45c98d99e52c782d99b13db30"
"ASV4418","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus","0.9999999","0ccde78c080002940d2796bbc33a3284"
"ASV11900","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","uncultured bacterium","0.9132148","00b7b0288bdd42c94ed9f033f94e9019"
"ASV3380","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas","0.9999645","97de1a7f4cb7a28f5bdd5fcb9cd70a9a"
"ASV11127","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus agilis","0.9480182","c92bce8f9a0355882175820144995211"
"ASV3820","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia","0.9742988","00a96fbd0ac34bfd245f9c24f8737f7d"
"ASV9025","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Cyclobacteriaceae","Cyclobacteriaceae","0.9999495","679ecf2d6ad34657827b4184aa72fc98"
"ASV4291","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1","Ruminococcus 1","0.9999993","5cb844b75ee18a830b2df518e8d9124e"
"ASV4575","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","uncultured Bacteroidales bacterium","0.9754438","55538875b43077262beea885ecef4ce5"
"ASV16442","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","Dysgonomonas","0.9999996","0d735dab737a65190f4f34ab5e6b83bd"
"ASV896","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","0.9999994","ecd261c042ded12a942654069364a80d"
"ASV4984","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Negativibacillus","uncultured bacterium","0.9981166","0d7f8460770dbed560006845c0fdbb0c"
"ASV15837","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured","uncultured","0.7053313","dc68cfac7aefc3f0d0cc9d9d369175ab"
"ASV8149","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium","0.8365925","3735daeade97d89801124dbfa365446b"
"ASV14811","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus","0.9999898","4e0763702795e6afb59e7d22281a0099"
"ASV11489","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] nodatum group","Eubacterium sp. AB3007","0.9999813","8d4bcf5498cea63863c8d52dcf18048d"
"ASV15546","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","0.9999995","b71b00bc518e56315aaf887ab67b7557"
"ASV2788","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus","uncultured Actinomycetaceae bacterium","0.7264513","ff217eab4d9eacd589ca787e326954b2"
"ASV8878","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae","Moraxellaceae","0.9874759","f2c494eb84d9ebf34b36262a0423289c"
"ASV10897","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","uncultured bacterium","0.9804647","bcbfb29196d6027d95ba7b81efe67355"
"ASV10040","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus","0.9656260","aab380460f649645d2fd3a4e3265d956"
"ASV11028","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia","0.7823568","6ff52f7deed4f57704af52d543dbf9a2"
"ASV17956","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacteriaceae","Carnobacteriaceae","0.9997814","fd2253cf699553199efaeb3132856678"
"ASV7126","Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Bogoriella","uncultured bacterium","0.9703345","35af9bce349c805eba59ff17ed5bf900"
"ASV3573","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas","0.9985145","98b3f6c33d225881f75319b109f35956"
"ASV16941","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Quinella","uncultured bacterium","0.9999999","1ce2fe671a4d62aa6298453fa6e0055a"
"ASV14572","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter","0.8450598","9629ac44d9f9d2ffe97d63291e610179"
"ASV9321","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera","uncultured bacterium","0.7685332","66c17a3dbb83f28b4ba96ea48c2a09a8"
"ASV5176","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus","0.8477631","c22467e8a9587375ec39b26249f6761e"
"ASV16827","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","0.9999796","2573169e4af0e9fc5480d1b149c6177f"
"ASV13170","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1","uncultured bacterium","0.9310752","8204c510916c3a548ff9c211f41cdda7"
"ASV1118","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","UBA6140","uncultured bacterium","0.8869372","65d2928573eff576202e8b1ba5cf3ff4"
"ASV8232","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured bacterium","0.9997820","eec6ad604b360f8489651958509f2244"
"ASV10803","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Proteiniclasticum","uncultured bacterium","0.9618962","cc356f617d07659832dcb3cf2a3dbc88"
"ASV14476","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","Christensenellaceae R-7 group","0.9794082","85a0d18e4fcfb4c326bb7d24cfb1cde4"
"ASV8638","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","uncultured bacterium","0.9781722","95507f0d38f0b4c29d959bd9cd3f73b2"
"ASV1485","Firmicutes","Bacilli","Bacillales","Bacillaceae","Marinococcus","Marinococcus","1.0000000","79a0ad1a89fe80d8b650df1184c7dfb2"
"ASV12391","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia","0.9933739","c6c3ab4e828fb40d6e05967b7aac9338"
"ASV9176","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus","0.9867679","5d75b50d685c8b45bdfd97027510bf1e"
"ASV13878","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] hallii group","uncultured bacterium","0.7974520","ee1eba6a92bdcb3125cbbc2a49d63da4"
"ASV7073","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","uncultured bacterium","0.7904550","81c2c0178c4139ce322ed035c0014412"
"ASV10694","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured bacterium","0.8484540","194c1159c2f83a611f2fd4ff6e88d3d2"
"ASV17337","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas","0.9999994","3cfe2084253e9e1f5c294ca92f2c8dc1"
"ASV7531","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Clostridiales bacterium","0.7527138","4769674d88654ae888420669536367cc"
"ASV1406","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Prevotellamassilia timonensis","0.9629599","58529dd65c9373ab07909325cc829705"
"ASV1660","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured bacterium","0.9996618","ec9253f24530df9af28f8258e5cb7025"
"ASV3570","Firmicutes","Clostridia","Clostridiales","Family XIII","Mogibacterium","uncultured bacterium","0.9967992","211d1dc48b6e38e05209baa266b77ee6"
"ASV4789","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","Ruminococcus sp. YE281","0.9826519","faed33759b0138394883aa2f9ef2def2"
"ASV7492","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","H1","uncultured Paludibacter sp.","0.9138883","c9b782c433d392b845381c37cd7e6b63"
"ASV15034","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","uncultured bacterium","0.9999865","04baf999c7b5662175d782b5969a4abd"
"ASV1146","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas","0.8777453","dc64a52e28b46b2b24b56c67def5f42e"
"ASV5478","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia","uncultured bacterium","0.8932183","8cceecfb8a4039f6964e8e8fd05b5642"
"ASV3893","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured bacterium","0.9861870","b2f60aea772289c65db13791c3243cd2"
"ASV4573","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium","0.8474982","5337fbf1a49f6dc77682e74d10dd7275"
"ASV14130","BRC1","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","0.9710580","f550aa080aecf89a5b5db051aee2219e"
"ASV4928","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured bacterium","0.9680313","02b01ddd2e013a9c85b437a25d448f65"
"ASV7575","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcaceae","Aerococcaceae","0.9858808","ef895df20b206f18958deae8a189264d"
"ASV4139","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella","1.0000000","26e22cb9bb5163d1a9f4e418d710e8c8"
"ASV5474","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus sp. Leaf326","0.9448026","f5861b7916c3f45fe0a4a974af7b2823"
"ASV9485","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","uncultured bacterium","0.9953984","4a8189c683725daceb17cbfbccf41012"
"ASV13201","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Advenella","Advenella","0.9533961","29061a8971251fbb096ea3a4b5bd3169"
"ASV6077","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","uncultured Bacteroidales bacterium","0.9183877","fce6775d9ba7d0e6701cae246952a794"
"ASV13897","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae","Micrococcaceae","0.9999661","0a8cc430233818dff7626c69480d1739"
"ASV16178","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp.","0.9699846","3d137115a8f0d7ee6ec2d13a05799181"
"ASV11167","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas","0.9999587","421bd26a747b18c30dda862c5b4b2368"
"ASV722","Firmicutes","Clostridia","Clostridiales","Family XI","Family XI","Family XI","0.9944284","e3e40c4e5f1613b27d7a5603e8f22737"
"ASV888","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter","uncultured bacterium","0.7618896","6542c8c1c8b6dc37ea75c120c642b20a"
"ASV17651","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium","0.9999996","8cb4ccd83cb9625c4d095d86751ca598"
"ASV10842","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium","uncultured alpha proteobacterium","0.9057615","06c5b187311910781a96386a9d672713"
"ASV7501","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","1.0000000","5c4563e3dd7e12dcdf279783af929eaa"
"ASV7980","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter","0.9997067","c6db214ed09e937552f5aef16446c7b2"
"ASV7994","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma wenyonii","0.9649989","94128161e6f5421ffbe66943407a9b8b"
"ASV15567","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium","0.9999664","a5dd25d5cd1e07b965bf1c914639a45b"
"ASV7603","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae","Sphingobacteriaceae","0.9642375","594e5ccee64b6e87972468f94a1ec5d1"
"ASV16028","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","uncultured","uncultured bacterium","0.9999992","e33ad75e657e0230da1721cd9cd0dd80"
"ASV3907","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured Clostridium sp.","0.9994680","ff79b8486f47fac4c0b55b276e2895c6"
"ASV7142","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured bacterium","0.7190554","fe5a6f264d9e7a1408c07034c118412e"
"ASV7618","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","p-1088-a5 gut group","uncultured rumen bacterium","0.9856986","7489172c7e9c928b0f316459ad0c7a02"
"ASV16151","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcaceae","Planococcaceae","0.9985288","535d2619493bb332c9ec383ecc45bfae"
"ASV13436","BRC1","BRC1","BRC1","BRC1","BRC1","BRC1","0.9999999","652c5aee11c8fa7b79cd976b93a0d3d8"
"ASV5684","Firmicutes","Bacilli","Bacillales","Bacillaceae","Sinibacillus","uncultured bacterium","0.8679412","a33dfb25a88ac5c18109f16e609b8382"
"ASV15576","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae","Burkholderiaceae","1.0000000","4aebcc69b46614d3365683ba49d95dc1"
"ASV12183","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter pulmonis","0.7534984","5ccd30281011c170e7e836bc752205e6"
"ASV14264","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum","uncultured rumen bacterium 6C3d-13","0.9742049","a6b55e44cd7e5a675b5552ea7e7de51a"
"ASV5354","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","Moheibacter stercoris","0.9862933","271e0b8dbedf019922bae6c6d9eebc2b"
"ASV9170","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group","Rikenellaceae RC9 gut group","0.9999996","934f3a2bc2437e32361c9014a234e91b"
"ASV11644","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","uncultured bacterium","0.8758372","d6f103fd6c2798f5a3116274c952ce26"
"ASV4341","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","0.9987527","528aa0da258f5c8f78efa1027e6acbe8"
"ASV16133","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","uncultured bacterium","0.7551484","2057e8ab52619aa73ce2fdd40d437344"
"ASV14776","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","uncultured Bacteroidales bacterium","0.9592090","77f335f03a94cca15991595df4d55bdd"
"ASV2426","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured Salibacter sp.","0.9959339","1561bd13d8effce68ff9d8ad6857b129"
"ASV5820","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp.","0.9768186","b45c1be7d7fe0368162719375b102c14"
"ASV17334","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae","0.9998089","f3c8309985d1bf1dcf13a8028ef13d9d"
"ASV2478","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","uncultured bacterium","0.7529328","9d87b0795f8f5557d0fb8a1bd26e9f49"
"ASV8517","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45","JG30-KF-CM45","1.0000000","f4f3afcc716a965150419196a826da29"
"ASV7902","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Blastocatellaceae","Blastocatellaceae","0.9999727","b230a95043fe7073b186eaba3a90c971"
"ASV7156","Firmicutes","Clostridia","Clostridiales","Family XI","Peptoniphilus","Peptoniphilus","1.0000000","60b28cebb146d4a3166c1a9ba0dc2fc6"
"ASV2990","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","uncultured bacterium","0.8065955","b0480a8bdc4ec50bf5837a4f279c97a3"
"ASV9432","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix","uncultured bacterium","0.9989707","b7f97c2e946029302dce15a140fa0c76"
"ASV15390","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus","Solibacillus","0.9775948","ffcd1beef68b56e896ffcf260acb80d2"
"ASV12697","Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter","uncultured bacterium","0.8512178","50f57b146e6bf4d28b2eafc27177611b"
"ASV16967","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1","Clostridium sensu stricto 1","0.9995699","a454cdd57ec0a451e9e2778778ebc269"
"ASV1891","Firmicutes","Clostridia","Clostridiales","Family XI","Helcococcus","uncultured bacterium","0.9916325","b71911282e0178b4fcfbad465c00a232"
"ASV3195","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas","0.9996213","57433f7f007b42de88b5cd18a36f2b5a"
"ASV12003","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured","uncultured bacterium","0.9995199","7509ebbaa9a20cbf4ea55819971afeb5"
"ASV4516","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1","uncultured bacterium","0.9162245","b66be90082651f13e3daa30126f6e43a"
"ASV10838","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1","unidentified rumen bacterium RFN19","0.9998366","874ab95f59dfa7179935880f21bd999f"
"ASV11009","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","uncultured bacterium","0.9998844","1782fc980044663fb513d5e72d0c30cf"
"ASV11260","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group","uncultured bacterium","0.8004009","15d8f053a91b6d7867067cf4cbb53694"
"ASV17612","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia","0.9644840","edbfa37f843f8a954553577a8498992e"
"ASV16550","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix","uncultured bacterium","0.9846391","c8d3097d2ceb2653a673e351d8b8adf7"
"ASV10267","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010","uncultured bacterium","0.9064680","49beaed69b016c01397e5fe491b12d02"
"ASV2675","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera","Methanosphaera","1.0000000","c2dc087defe6b30eff92a4714731df38"
"ASV4464","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","uncultured bacterium","uncultured bacterium","0.9996764","fc715062e3788403d128784250054e2a"
"ASV4655","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001","uncultured rumen bacterium","0.9976175","d96864563ce5868b2afa600582c78407"
"ASV143","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella","1.0000000","7a06ac719e3017cf344c7a83a47ed1d8"
"ASV15860","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia","0.9971425","bed671b4676144142cebd192b690f499"
"ASV15977","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides","0.9907430","9abb99055712f75c20d267602158faa7"
"ASV9482","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Porphyromonadaceae bacterium DJF_B175","0.9999859","73e63eda41b88b5451663c0db7172bf0"
"ASV15544","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter boviskoreani JH1","0.9525131","0b1946786a9e1efa1326ac89db8045df"
"ASV7766","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae","Rhodobacteraceae","0.9999539","eeacf9efa6dc3685657633cf62041ab3"
"ASV11991","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium","0.9999910","e5563157f0858e98cf26bdf038bc8102"
"ASV2670","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-010","uncultured bacterium","0.9354303","17ad575fd564c1b1749af74a52eeaa4c"
"ASV6305","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured prokaryote","0.7344187","ee2c932ad8129bdbcdd81e24d87b0015"
"ASV16787","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured bacterium","0.7900016","7f26319bec9aea29804e54743e7c9db7"
"ASV17636","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2","uncultured bacterium","0.9926660","510fc7ce79e4b9d729b7c819bf9e11c0"
"ASV16711","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium","uncultured bacterium","0.8686182","752afccfaf2bae534c8ed7b1b4e2195d"
"ASV16289","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp.","0.9752500","a0a7d96584c42058420284efb1f5b55e"
"ASV1016","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae","0.9999928","66bdb0d56e22733236e43b98b488aec5"
"ASV11013","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae","Microbacteriaceae","0.9999528","ee152b82970c77a69e5bd48008fd491e"
"ASV14101","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Proteiniclasticum","uncultured bacterium","0.8312375","468f275ee08e52b6e81a993adc92d8d1"
"ASV13","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae","Micrococcaceae","0.9999996","66d897aa022fe1f3a909c312d3bdb561"
"ASV14012","Cyanobacteria","Sericytochromatia","Hyaloperonospora arabidopsidis","Hyaloperonospora arabidopsidis","Hyaloperonospora arabidopsidis","Hyaloperonospora arabidopsidis","0.8811366","25100beaef53efffe828919bb6d63341"
"ASV17899","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","uncultured bacterium","0.8222928","a58294f01f3528058f7191704d2126ec"
"ASV16038","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus","0.9999998","99717fca2d9767973185774021018d61"
"ASV12847","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","Blastocatellaceae","Blastocatellaceae","0.9999874","20a8abfc84657efd1e5223675e7a2836"
"ASV5732","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter","uncultured bacterium","0.8705389","df6af2a4d7119e0b3dffdbaf5e7ab55c"
"ASV15853","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum","uncultured bacterium","0.9997279","c318bad5c3cc46bba58ef2db181e285e"
"ASV2065","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Aliidiomarina","Aliidiomarina","0.9999984","588498bd969e82519d24a6c9fd3b5dae"
"ASV2713","Firmicutes","Clostridia","Clostridiales","Family XIII","Mogibacterium","uncultured rumen bacterium","0.9811973","613e3b8bfd061fded483a01c746aaf9d"
"ASV7847","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium","0.9178854","497a26126c9e726c768bdec79e8c4e9b"
"ASV13233","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uncultured Bacteroides sp.","0.9825269","d1a89a9c1a485746c2616cd513c8811d"
"ASV17076","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","uncultured rumen bacterium","0.9295374","dfe7f5611a0485dc472d7f2b5f5657f3"
"ASV8575","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter","uncultured bacterium","0.9039354","a36f5ceff1534b002fb8a5acdc911a21"
