"","Phylum","Class","Order","Family","Genus","Species","Confidence","OTUs"
"ITS1003","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","1.0000000","b1608cbd2a0ed3a164874e7726c0e804"
"ITS1004","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales","Saccharomycetales","Saccharomycetales","0.7579852","3479fcbd54d8418816fdf7faa301846d"
"ITS1005","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_caesiellus","0.7345258","1a6190ee6d7918f2f67059f6e1a70ce5"
"ITS1006","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Dipodascopsis","unidentified","0.9437928","7245d9ef6e66ead5d650ca73861864cf"
"ITS1007","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_oryzae","0.9999994","babcd52ed72882101e6468ec42c77bf6"
"ITS1008","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9525259","2ec21dcfd1b5c162d9c86af175810d39"
"ITS1009","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_marina","0.9510976","71e5946a567dcbfe08a4e00aec942509"
"ITS1010","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9999904","03f6600599354e5bf747210fb0a36b80"
"ITS1011","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9648670","5b4abc66a538af17058257de68e345e2"
"ITS1012","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","6da162cf751a9a8cf65400fc2490fc8d"
"ITS1013","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Sistotrema","Sistotrema_brinkmannii","0.9857276","b7c7863776d7910d7604a2afe16461f7"
"ITS1014","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9655035","1c99ffb2c01505f8695ed9c5a4f34259"
"ITS1015","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8670471","4f4d3b372588746194a0973f990f534b"
"ITS1016","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","1a9d4341bf3969507da6d0561e70cf4b"
"ITS1017","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_glaebosa","0.9999994","b6bdd578009a6d32ad7d5f126f8cd173"
"ITS1018","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.7904970","7ca50881fabb5112d0e1b6f127274389"
"ITS1019","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.7713186","3bd538041426b0e82514bf3c0c8d6380"
"ITS1020","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella","Mycosphaerella_tassiana","0.9781670","36d07fa66cce84a34090951220090e22"
"ITS1021","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999985","3165f1c977c2dc1914acbc3782d820d4"
"ITS1022","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","0.9988871","81cf2ca74031df8d5c5625e52bb6ad8b"
"ITS1023","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.8224076","782bf84a62e4794e068e29f202735258"
"ITS1024","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9992932","75fcf06c2ac37cac9963fb82b817cb0f"
"ITS1025","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","Rasamsonia_emersonii","0.9999999","beaf6deb387550640651b4106a6fe22a"
"ITS1026","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.7125027","ba4211820d273c6e9bcf82cead556c8e"
"ITS1027","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.9011136","d8ce1689bac24a0995f1030037c1a2ad"
"ITS1028","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999940","0feab5287452b7350f43a8ee79c68ed9"
"ITS1029","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9067907","44720bd9d43b5d133f9b35843c54127d"
"ITS1030","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_friedrichii","0.9994042","ab99a94242a06c4bc5cd6ad6ae7874b1"
"ITS1031","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_rosigena","0.9999837","c9ae199a250907b643a5e46bfd43cbb8"
"ITS1032","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_wieringae","0.7250446","b784d627e8bc5a117f41b70ae2bda838"
"ITS1033","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_hederae","0.9994638","057ed1ce6bada3a9d787be5a584e6eb8"
"ITS1034","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8444417","8311cc898478f72424a80fb891e58720"
"ITS1035","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron_truncatum","0.9972385","71c5d2694723ee14fc958cb94de970e4"
"ITS1036","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.9474390","246453a5dfdc5b4e1c71de7749ba6f23"
"ITS1037","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","cfdeb442d8c1cfcf81066dd85b378d1f"
"ITS1038","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994131","909a9dec21930a33b9bada03b30d32ce"
"ITS1039","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8569171","2ebc3f5227b3f93d814c40d55a1b7cda"
"ITS1040","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera_culbertsonii","0.9321793","60f9b331007dfd8d38f1e61c701c43ee"
"ITS1041","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum","0.9998689","806b59778ab624521eb4ad7c3103b721"
"ITS1042","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994741","3bebe7ddd11b62d8e87c44e048713968"
"ITS1043","Basidiomycota","Basidiomycota","Basidiomycota","Basidiomycota","Basidiomycota","Basidiomycota","0.8595719","5b9165718fb98a32e0d1613fd9de095d"
"ITS1044","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_ruberrimus","0.9994728","e0f5a932fa86f75a3de3914818f7d36f"
"ITS1045","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","9704057af6f8eb33c8cd97e8f05556b7"
"ITS1046","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","0.9999376","9767f1c5dcbe26067de11840095f770b"
"ITS1047","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.9577518","a9f23928abd49796db10c23db68c012e"
"ITS1048","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_oryzicola","0.9999486","20887d53a106b92675faead65eff901d"
"ITS1049","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales","Hypocreales","Hypocreales","0.9512603","211bf5fd25801c0f0468b0a585b91707"
"ITS1050","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria","0.9972225","325c0283ffe64fb14f1782d9b5835c71"
"ITS1051","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria_brevis","0.9994314","c938f7fd835dd4a91e8a6d20781aa407"
"ITS1052","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_vespimorsuum","0.8772722","ed8695396ae3b19bb086955954986690"
"ITS1053","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_oryzicola","0.9999313","a9e8dd7522a035c802b45c79981d82fd"
"ITS1054","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999942","283b358b6814d0b56dd195d34b87f7ec"
"ITS1055","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_oryzicola","0.9999346","f1a9c417ceeb0c2e9bbb6a751da9e51b"
"ITS1056","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9730941","39f8a2dff5ef42d50cca53d0cc6a4145"
"ITS1057","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9089126","6dabb159fa7ea7d98ddc3253a0c46b50"
"ITS1058","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9709803","f5004a1bc5400e1e9e71c7699f426dfd"
"ITS1059","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","0.9999465","07a9315f7633cb914a5a9fb9c681733d"
"ITS1060","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9999855","26d98db7261fee19431a248e287b0a1d"
"ITS1061","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon_debeurmannianum","0.8721499","72da2f78b4f69cca9c34f7134103af76"
"ITS1062","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9665055","84351c56e0721bce8feea45f67ff8cc6"
"ITS1063","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999995","a92c2e5d122448f9b90272555aa1a7bf"
"ITS1064","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9971673","085bdaeee9bcade23a472bde0c6340e2"
"ITS1065","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.8440909","c332f4eccf2997372274ac820213faff"
"ITS1066","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9992403","92ed5a95af136b49354bc03c97953bae"
"ITS1067","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","Sarocladium_strictum","0.9771295","cf51c8b4b6087f6fe24b0d41950514ff"
"ITS1068","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9558526","62ec4283ca5984cddb70a64249c7043c"
"ITS1069","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7180207","fe4f72bbde1954ac17f78db0acb35fb1"
"ITS1070","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidiaceae","Filobasidiaceae","0.7699997","4443d99fdfea323a06600476d0eb1f27"
"ITS1071","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_wieringae","0.7680853","64267c6214c28618432950d29cbc7ec2"
"ITS1072","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9637696","5a6935f780d9941e27e1b3cc7caf7109"
"ITS1073","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_oryzicola","0.9999344","a1e920a3cfce2dc33cadf2bca10ef82e"
"ITS1074","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon_cutaneum","0.9710273","0fa8d81f24e7a5e3bc36205983662ce2"
"ITS1075","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella","0.9289990","33642dcee1bd0ce262796a19254526f4"
"ITS1076","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_domesticum","0.7417906","3e7413558ba8eeac81c93d32021794dd"
"ITS1077","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","0.9999955","b9a1a3722c7ee99ae66c80b27e9727a5"
"ITS1078","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8497364","8616ac334b49a8eff5c9882fdb7c2b70"
"ITS1079","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Ramophialophora","Ramophialophora_humicola","0.9996930","bdab8b7a56db2819f2d113213294c591"
"ITS1080","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8920059","6d544c3ec9ac129f685c51b79211b7ea"
"ITS1081","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymellaceae","Didymellaceae","0.9400705","40afd2743272f92b1ed97cbbccd49fe1"
"ITS1082","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9826889","5328024bdc9fb0356ac24f39b259ee21"
"ITS1083","Ascomycota","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","Sordariomycetes","0.9050598","426b1fc0a36886db874cc0b3e87cc590"
"ITS1084","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia_muriae","0.9991172","f6bd0d0c08448afa7e23e74f89d95a2b"
"ITS1085","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","0.9999923","3b9aa3b807f1f7df22323f6f79283c4f"
"ITS1086","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","Bullera_unica","0.9999996","ae08373afd8a8bf78e84b4d208460959"
"ITS1087","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Hapsidospora","Hapsidospora_irregularis","1.0000000","2d57028e0371b2f6aeeec6366c486366"
"ITS1088","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymellaceae","Didymellaceae","0.9275070","0cf9993f9d90f8ed37170fed07cef485"
"ITS1089","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","0.9999575","1ad7f5115e91febd7efb3b43d5aedc49"
"ITS1090","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9599976","35b8e0e595c4453d773af780be316de9"
"ITS1091","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon_cyanovorans","0.9998070","d61846b64132fddecdf64a40d9001106"
"ITS1092","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium","Curvibasidium_cygneicollum","0.9999941","84a96ebb54d057dd0ad04cad98ca04e9"
"ITS1093","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Piniphoma","Piniphoma_wesendahlina","0.9999996","f6e0347df295130e88b845d45d294a3f"
"ITS1094","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9993889","f92fd9fd5a5013f86a58d669d8f99d39"
"ITS1095","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_gracile","0.9992015","f3b5017773900d2c0e9181533c051cfb"
"ITS1096","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","0.9999083","a335fc2bece719a90698ffe2287ef099"
"ITS1097","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_pratensis","0.9709840","f4e0838c72102f625689cbe64217e8a2"
"ITS1098","Fungi","Fungi","Fungi","Fungi","Fungi","Fungi","1.0000000","3c959467cecd8b28a48625d12504c74f"
"ITS1099","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_paludigena","0.9999980","dbfc499ad3289296cc298b3387b55589"
"ITS1100","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Neocallimastix","unidentified","0.9999961","b76282849008b461d6da393b93a694b1"
"ITS1101","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales","Pleosporales","Pleosporales","0.8753141","cb84875d9ea8c5afba5be218ede5b66e"
"ITS1102","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","unidentified","0.9507987","40c43bd4238aa6a257571777fd452d16"
"ITS1103","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis","0.9995610","0904aa3eebaadfe13325d9e8391d5839"
"ITS1104","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_epigama","0.9946587","6090295b7ebd2788d05d45f750595eb9"
"ITS1105","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum","0.8155245","52245f2caebfb42ca400813f1526f7fd"
"ITS1106","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","Issatchenkia_orientalis","0.9822645","bf7beab3188ad4687214d1c5bb539c7a"
"ITS1107","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Septoria","Septoria_cretae","0.9908379","1312e1bfafcfc7428eb5796b3c13493c"
"ITS1108","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon_cutaneum","0.9723314","68c55af411839a168501aa83d5289e3f"
"ITS1109","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon_ovoides","0.9994052","ba1fc562e9e0908dcfd10cf32d17c0cf"
